Arc,860,1738,881,1680
Arc,860,1738,881,1680
Arc,860,1798,881,1738
Arc,860,1798,881,1738
Arc,860,1856,881,1798
Arc,860,1856,881,1798
Arc,915,1911,972,1890
Arc,915,1911,972,1890
Arc,1005,1856,1027,1798
Arc,1005,1856,1027,1798
Arc,1005,1798,1027,1738
Arc,1005,1798,1027,1738
Arc,1005,1738,1027,1680
Arc,1005,1738,1027,1680
Arc,1005,1680,1027,1622
Arc,1005,1680,1027,1622
Arc,1005,1622,1027,1564
Arc,1005,1622,1027,1564
Arc,1005,1564,1027,1505
Arc,1005,1564,1027,1505
Arc,1005,1505,1027,1447
Arc,1005,1505,1027,1447
Arc,1005,1447,1027,1389
Arc,1005,1447,1027,1389
Arc,1005,1389,1027,1329
Arc,1005,1389,1027,1329
Arc,1005,1329,1027,1271
Arc,1005,1329,1027,1271
Arc,1005,1271,1027,1213
Arc,1005,1271,1027,1213
Arc,1005,1213,1027,1155
Arc,1005,1213,1027,1155
Arc,1005,1155,1027,1096
Arc,1005,1155,1027,1096
Arc,2479,2261,2697,1629
Arc,2479,2261,2697,1629
