Sr No.,Shape,Vertices,x_min,y_min,x_max,y_max,Attribute = TEXT
138,Rectangle,4,1933,1742,1966,1813
139,Rectangle,4,1933,1758,1942,1776
140,Rectangle,4,1933,1781,1972,1824
141,Rectangle,4,1879,1828,1950,1894
142,Rectangle,4,1899,1796,1973,1858
143,Rectangle,4,1933,1870,1949,1899
144,Rectangle,4,1933,1884,1950,1913
145,Rectangle,4,2122,1742,2155,1813
146,Rectangle,4,2122,1758,2131,1776
147,Rectangle,4,2122,1781,2161,1824
148,Rectangle,4,2122,1884,2139,1913
149,Rectangle,4,2068,1828,2140,1894
150,Rectangle,4,2088,1796,2162,1858
151,Rectangle,4,2122,1861,2158,1901
152,Rectangle,4,2310,1758,2319,1776
153,Rectangle,4,2310,1766,2351,1808
154,Rectangle,4,2310,1779,2351,1825
155,Rectangle,4,2310,1806,2354,1852
156,Rectangle,4,2310,1852,2327,1889
157,Rectangle,4,2333,1826,2350,1863
158,Rectangle,4,4681,1852,4828,1870
159,Rectangle,4,4687,1866,4738,1882
160,Rectangle,4,2310,1863,2327,1900
161,Rectangle,4,2310,1877,2327,1914
162,Rectangle,4,3752,1903,4329,1961
163,Rectangle,4,1872,2054,1949,2088
164,Rectangle,4,1860,2094,2044,2116
165,Rectangle,4,1860,2114,1998,2143
166,Rectangle,4,2010,2105,2054,2145
167,Rectangle,4,1861,2139,2074,2167
168,Rectangle,4,1861,2164,2103,2192
169,Rectangle,4,2381,2187,2392,2227
170,Rectangle,4,2467,2189,2485,2226
171,Rectangle,4,2730,2178,2752,2229
172,Rectangle,4,3752,2184,3810,2212
173,Rectangle,4,3905,2172,3948,2214
174,Rectangle,4,3745,2227,4159,2265
175,Rectangle,4,3747,2270,4171,2302
176,Rectangle,4,3765,1978,4456,2026
177,Rectangle,4,3763,2026,4344,2080
178,Rectangle,4,3857,2115,3869,2140
179,Rectangle,4,4145,2105,4204,2140
180,Rectangle,4,4520,1926,4601,1945
181,Rectangle,4,4743,1856,4858,1884
182,Rectangle,4,4688,1885,4822,1913
183,Rectangle,4,4689,1899,4871,1927
184,Rectangle,4,2116,1654,2237,1703
185,Rectangle,4,2387,1636,2405,1707
186,Rectangle,4,2733,1643,2751,1706
187,Rectangle,4,2378,1244,2689,1269
188,Rectangle,4,2378,1271,2660,1295
189,Rectangle,4,4224,1253,4247,1267
190,Rectangle,4,1639,2577,1678,2621
191,Rectangle,4,1603,2605,1616,2646
192,Rectangle,4,1604,2685,1628,2713
193,Rectangle,4,1738,2585,1819,2620
194,Rectangle,4,1738,2617,1842,2643
195,Rectangle,4,1682,2646,1783,2709
196,Rectangle,4,1645,2744,1777,2769
197,Rectangle,4,1647,2769,1688,2792
198,Rectangle,4,1781,2676,1790,2692
199,Rectangle,4,3855,2434,4236,2483
200,Rectangle,4,3853,2482,4475,2530
201,Rectangle,4,3853,2530,4474,2578
202,Rectangle,4,3853,2571,4466,2619
203,Rectangle,4,3914,2616,4369,2663
204,Rectangle,4,3853,2663,4291,2711
205,Rectangle,4,3853,2710,4476,2758
206,Rectangle,4,3853,2751,4473,2805
207,Rectangle,4,3919,2801,4213,2849
208,Rectangle,4,1592,2880,1605,2908
209,Rectangle,4,1645,2866,1777,2910
210,Rectangle,4,1585,2976,1628,2996
211,Rectangle,4,1567,2998,1642,3022
212,Rectangle,4,2699,2986,2980,3029
213,Rectangle,4,3853,2843,4473,2897
214,Rectangle,4,3923,2892,4161,2940
215,Rectangle,4,3857,2939,4462,2986
216,Rectangle,4,3840,2998,4456,3046
217,Rectangle,4,541,1184,561,1603
218,Rectangle,4,566,1283,586,1604
219,Rectangle,4,730,1184,750,1603
220,Rectangle,4,753,1283,776,1599
221,Rectangle,4,1107,1187,1127,1605
222,Rectangle,4,1130,1285,1153,1601
223,Rectangle,4,1296,1186,1320,1611
224,Rectangle,4,1322,1283,1342,1604
225,Rectangle,4,1485,1191,1505,1603
226,Rectangle,4,1510,1283,1530,1604
227,Rectangle,4,1673,1184,1697,1606
228,Rectangle,4,1698,1283,1719,1604
229,Rectangle,4,1862,1196,1882,1603
230,Rectangle,4,1888,1296,1908,1604
231,Rectangle,4,2051,1198,2075,1608
232,Rectangle,4,2077,1296,2097,1604
233,Rectangle,4,3834,1296,3843,1305
234,Rectangle,4,3895,1225,3909,1252
