Polyline,X,Y,
,,,
1,2345,2189,
,,,
2,2337,2179,
,,,
3,2332,2192,
,,,
4,2345,2189,
,,,
1,2337,2179,
,,,
2,2332,2192,
,,,
3,2324,2181,
,,,
4,2337,2179,
,,,
1,2332,2192,
,,,
2,2324,2181,
,,,
3,2318,2195,
,,,
4,2332,2192,
,,,
1,2324,2181,
,,,
2,2318,2195,
,,,
3,2310,2184,
,,,
4,2324,2181,
,,,
1,2318,2195,
,,,
2,2310,2184,
,,,
3,2311,2196,
,,,
4,2318,2195,
,,,
1,2310,2184,
,,,
2,2311,2196,
,,,
3,2304,2185,
,,,
4,2310,2184,
,,,
1,2311,2196,
,,,
2,2304,2185,
,,,
3,2305,2198,
,,,
4,2311,2196,
,,,
1,2304,2185,
,,,
2,2305,2198,
,,,
3,2297,2187,
,,,
4,2304,2185,
,,,
1,2305,2198,
,,,
2,2297,2187,
,,,
3,2291,2200,
,,,
4,2305,2198,
,,,
1,2297,2187,
,,,
2,2291,2200,
,,,
3,2284,2190,
,,,
4,2297,2187,
,,,
1,2291,2200,
,,,
2,2284,2190,
,,,
3,2290,2200,
,,,
4,2291,2200,
,,,
1,2284,2190,
,,,
2,2290,2200,
,,,
3,2283,2190,
,,,
4,2284,2190,
,,,
1,2290,2200,
,,,
2,2283,2190,
,,,
3,2277,2203,
,,,
4,2290,2200,
,,,
1,2283,2190,
,,,
2,2277,2203,
,,,
3,2270,2193,
,,,
4,2283,2190,
,,,
1,2277,2203,
,,,
2,2270,2193,
,,,
3,2241,2208,
,,,
4,2277,2203,
,,,
1,2270,2193,
,,,
2,2241,2208,
,,,
3,2236,2201,
,,,
4,2270,2193,
,,,
1,2241,2208,
,,,
2,2236,2201,
,,,
3,2240,2209,
,,,
4,2241,2208,
,,,
1,2236,2201,
,,,
2,2240,2209,
,,,
3,2235,2202,
,,,
4,2236,2201,
,,,
1,2240,2209,
,,,
2,2235,2202,
,,,
3,2213,2213,
,,,
4,2240,2209,
,,,
1,2235,2202,
,,,
2,2213,2213,
,,,
3,2210,2209,
,,,
4,2235,2202,
,,,
1,2213,2213,
,,,
2,2210,2209,
,,,
3,2205,2215,
,,,
4,2213,2213,
,,,
1,2210,2209,
,,,
2,2205,2215,
,,,
3,2202,2211,
,,,
4,2210,2209,
,,,
1,2205,2215,
,,,
2,2202,2211,
,,,
3,2187,2218,
,,,
4,2205,2215,
,,,
1,2202,2211,
,,,
2,2187,2218,
,,,
3,2185,2216,
,,,
4,2202,2211,
,,,
1,2185,2216,
,,,
2,2169,2221,
,,,
3,2169,2222,
,,,
4,2185,2216,
,,,
1,2169,2221,
,,,
2,2169,2222,
,,,
3,2161,2224,
,,,
4,2169,2221,
,,,
1,2185,2216,
,,,
2,2187,2218,
,,,
3,2169,2222,
,,,
4,2185,2216,
,,,
1,2517,2165,
,,,
2,2446,2176,
,,,
3,2443,2173,
,,,
4,2517,2165,
,,,
1,2446,2176,
,,,
2,2443,2173,
,,,
3,2428,2179,
,,,
4,2446,2176,
,,,
1,2443,2173,
,,,
2,2428,2179,
,,,
3,2426,2176,
,,,
4,2443,2173,
,,,
1,2428,2179,
,,,
2,2426,2176,
,,,
3,2415,2181,
,,,
4,2428,2179,
,,,
1,2426,2176,
,,,
2,2415,2181,
,,,
3,2412,2178,
,,,
4,2426,2176,
,,,
1,2415,2181,
,,,
2,2412,2178,
,,,
3,2402,2183,
,,,
4,2415,2181,
,,,
1,2412,2178,
,,,
2,2402,2183,
,,,
3,2399,2180,
,,,
4,2412,2178,
,,,
1,2402,2183,
,,,
2,2399,2180,
,,,
3,2388,2185,
,,,
4,2402,2183,
,,,
1,2399,2180,
,,,
2,2388,2185,
,,,
3,2385,2182,
,,,
4,2399,2180,
,,,
1,2388,2185,
,,,
2,2385,2182,
,,,
3,2374,2187,
,,,
4,2388,2185,
,,,
1,2385,2182,
,,,
2,2374,2187,
,,,
3,2372,2184,
,,,
4,2385,2182,
,,,
1,2374,2187,
,,,
2,2372,2184,
,,,
3,2361,2190,
,,,
4,2374,2187,
,,,
1,2372,2184,
,,,
2,2361,2190,
,,,
3,2358,2186,
,,,
4,2372,2184,
,,,
1,2361,2190,
,,,
2,2358,2186,
,,,
3,2347,2192,
,,,
4,2361,2190,
,,,
1,2358,2186,
,,,
2,2347,2192,
,,,
3,2345,2189,
,,,
4,2358,2186,
,,,
1,2347,2192,
,,,
2,2345,2189,
,,,
3,2333,2194,
,,,
4,2347,2192,
,,,
1,2345,2189,
,,,
2,2333,2194,
,,,
3,2332,2192,
,,,
4,2345,2189,
,,,
1,2333,2194,
,,,
2,2332,2192,
,,,
3,2319,2196,
,,,
4,2333,2194,
,,,
1,2332,2192,
,,,
2,2319,2196,
,,,
3,2318,2195,
,,,
4,2332,2192,
,,,
1,2318,2195,
,,,
2,2305,2198,
,,,
3,2305,2198,
,,,
4,2318,2195,
,,,
1,2305,2198,
,,,
2,2305,2198,
,,,
3,2291,2200,
,,,
4,2305,2198,
,,,
1,2318,2195,
,,,
2,2319,2196,
,,,
3,2305,2198,
,,,
4,2318,2195,
,,,
1,3717,1382,
,,,
2,3718,1396,
,,,
3,3709,1382,
,,,
4,3717,1382,
,,,
1,3644,1376,
,,,
2,3641,1387,
,,,
3,3637,1380,
,,,
4,3644,1376,
,,,
1,3718,1396,
,,,
2,3709,1382,
,,,
3,3651,1403,
,,,
4,3718,1396,
,,,
1,3709,1382,
,,,
2,3651,1403,
,,,
3,3642,1389,
,,,
4,3709,1382,
,,,
1,3641,1387,
,,,
2,3637,1380,
,,,
3,3642,1389,
,,,
4,3641,1387,
,,,
1,3637,1380,
,,,
2,3642,1389,
,,,
3,3635,1380,
,,,
4,3637,1380,
,,,
1,3651,1403,
,,,
2,3635,1380,
,,,
3,3643,1403,
,,,
4,3651,1403,
,,,
1,3635,1380,
,,,
2,3643,1403,
,,,
3,3629,1384,
,,,
4,3635,1380,
,,,
1,3643,1403,
,,,
2,3629,1384,
,,,
3,3643,1406,
,,,
4,3643,1403,
,,,
1,3629,1384,
,,,
2,3643,1406,
,,,
3,3628,1384,
,,,
4,3629,1384,
,,,
1,3628,1384,
,,,
2,3626,1385,
,,,
3,3648,1416,
,,,
4,3628,1384,
,,,
1,3626,1385,
,,,
2,3648,1416,
,,,
3,3592,1402,
,,,
4,3626,1385,
,,,
1,3628,1384,
,,,
2,3643,1406,
,,,
3,3648,1416,
,,,
4,3628,1384,
,,,
1,297,2312,
,,,
2,2351,2099,
,,,
1,297,2347,
,,,
2,1935,2178,
,,,
1,2351,2099,
,,,
2,2706,2063,
,,,
1,2909,2042,
,,,
2,3213,2010,
,,,
1,3417,1989,
,,,
2,3722,1958,
,,,
1,3925,1937,
,,,
2,4230,1905,
,,,
1,4433,1884,
,,,
2,4738,1853,
,,,
1,4941,1832,
,,,
2,5246,1800,
,,,
1,5449,1779,
,,,
2,5562,1767,
,,,
1,297,2263,
,,,
2,465,2245,
,,,
1,668,2224,
,,,
2,973,2193,
,,,
1,1176,2172,
,,,
2,1481,2140,
,,,
1,1684,2119,
,,,
2,1989,2088,
,,,
1,2192,2067,
,,,
2,2497,2035,
,,,
1,2700,2014,
,,,
2,3089,1974,
,,,
1,2446,2139,
,,,
2,5562,1817,
,,,
1,2378,2181,
,,,
2,5562,1852,
,,,
1,5140,2592,
,,,
2,5139,2601,
,,,
1,5140,2561,
,,,
2,5140,2578,
,,,
1,4755,2600,
,,,
2,4755,2600,
,,,
1,4797,2596,
,,,
2,4769,2599,
,,,
1,4811,2595,
,,,
2,4811,2595,
,,,
1,4854,2590,
,,,
2,4825,2593,
,,,
1,4868,2589,
,,,
2,4868,2589,
,,,
1,4910,2584,
,,,
2,4882,2587,
,,,
1,4924,2583,
,,,
2,4924,2583,
,,,
1,4966,2579,
,,,
2,4938,2581,
,,,
1,4980,2577,
,,,
2,4980,2577,
,,,
1,5023,2573,
,,,
2,4995,2576,
,,,
1,5037,2571,
,,,
2,5037,2571,
,,,
1,5079,2567,
,,,
2,5051,2570,
,,,
1,5093,2565,
,,,
2,5093,2565,
,,,
1,5135,2561,
,,,
2,5107,2564,
,,,
1,5150,2560,
,,,
2,5149,2560,
,,,
1,5192,2555,
,,,
2,5164,2558,
,,,
1,5206,2554,
,,,
2,5206,2554,
,,,
1,5248,2549,
,,,
2,5220,2552,
,,,
1,5262,2548,
,,,
2,5262,2548,
,,,
1,5305,2544,
,,,
2,5276,2547,
,,,
1,5319,2542,
,,,
2,5319,2542,
,,,
1,5361,2538,
,,,
2,5333,2541,
,,,
1,5375,2536,
,,,
2,5375,2536,
,,,
1,5417,2532,
,,,
2,5389,2535,
,,,
1,5431,2530,
,,,
2,5431,2530,
,,,
1,5474,2526,
,,,
2,5446,2529,
,,,
1,5488,2525,
,,,
2,5488,2525,
,,,
1,5530,2520,
,,,
2,5502,2523,
,,,
1,5544,2519,
,,,
2,5544,2519,
,,,
1,5562,2517,
,,,
2,5558,2517,
,,,
1,2372,2173,
,,,
2,3029,2070,
,,,
1,2252,2092,
,,,
2,2251,2078,
,,,
1,1539,2601,
,,,
2,1543,2598,
,,,
3,1567,2576,
,,,
4,1589,2553,
,,,
1,1588,2601,
,,,
2,1591,2599,
,,,
3,1614,2576,
,,,
1,1429,2601,
,,,
2,1453,2584,
,,,
3,1476,2566,
,,,
4,1498,2547,
,,,
5,1519,2526,
,,,
6,1540,2505,
,,,
1,713,1490,
,,,
2,714,1506,
,,,
1,5562,2517,
,,,
2,5216,2553,
,,,
1,5562,2263,
,,,
2,5560,2263,
,,,
1,5542,2265,
,,,
2,5515,2267,
,,,
1,5498,2269,
,,,
2,5471,2272,
,,,
1,5453,2274,
,,,
2,5427,2276,
,,,
1,5409,2278,
,,,
2,5382,2281,
,,,
1,5365,2283,
,,,
2,5338,2286,
,,,
1,5320,2287,
,,,
2,5293,2290,
,,,
1,5276,2292,
,,,
2,5249,2295,
,,,
1,5231,2297,
,,,
2,5205,2300,
,,,
1,5187,2301,
,,,
2,5160,2304,
,,,
1,5143,2306,
,,,
2,5116,2309,
,,,
1,5098,2310,
,,,
2,5072,2313,
,,,
1,5054,2315,
,,,
2,5027,2318,
,,,
1,5010,2320,
,,,
2,4983,2322,
,,,
1,4965,2324,
,,,
2,4938,2327,
,,,
1,4921,2329,
,,,
2,4894,2332,
,,,
1,4876,2333,
,,,
2,4850,2336,
,,,
1,4832,2338,
,,,
2,4805,2341,
,,,
1,4787,2342,
,,,
2,4761,2345,
,,,
1,4743,2347,
,,,
2,4716,2350,
,,,
1,4699,2352,
,,,
2,4672,2355,
,,,
1,4654,2356,
,,,
2,4628,2359,
,,,
1,4610,2361,
,,,
2,4583,2364,
,,,
1,4565,2366,
,,,
2,4539,2368,
,,,
1,4521,2370,
,,,
2,4495,2373,
,,,
1,4477,2375,
,,,
2,4450,2377,
,,,
1,4432,2379,
,,,
2,4406,2382,
,,,
1,4388,2384,
,,,
2,4361,2387,
,,,
1,4343,2389,
,,,
2,4317,2391,
,,,
1,4299,2393,
,,,
2,4273,2396,
,,,
1,4255,2398,
,,,
2,4228,2400,
,,,
1,4210,2402,
,,,
2,4184,2405,
,,,
1,4166,2407,
,,,
2,4139,2409,
,,,
1,4121,2411,
,,,
2,4095,2414,
,,,
1,4077,2416,
,,,
2,4051,2419,
,,,
1,4033,2421,
,,,
2,4006,2424,
,,,
1,3988,2425,
,,,
2,3962,2428,
,,,
1,3944,2430,
,,,
2,3917,2433,
,,,
1,3899,2434,
,,,
2,3873,2437,
,,,
1,3855,2439,
,,,
2,3829,2442,
,,,
1,3811,2443,
,,,
2,3784,2446,
,,,
1,3766,2448,
,,,
2,3740,2451,
,,,
1,3722,2453,
,,,
2,3695,2456,
,,,
1,3678,2457,
,,,
2,3651,2460,
,,,
1,3633,2462,
,,,
2,3606,2465,
,,,
1,3589,2467,
,,,
2,3562,2469,
,,,
1,3544,2471,
,,,
2,3518,2474,
,,,
1,3500,2476,
,,,
2,3473,2478,
,,,
1,3456,2480,
,,,
2,3429,2483,
,,,
1,3411,2485,
,,,
2,3385,2488,
,,,
1,3367,2490,
,,,
2,3340,2492,
,,,
1,3322,2494,
,,,
2,3296,2497,
,,,
1,3278,2499,
,,,
2,3251,2501,
,,,
1,3234,2503,
,,,
2,3207,2506,
,,,
1,3189,2508,
,,,
2,3163,2511,
,,,
1,3145,2512,
,,,
2,3118,2515,
,,,
1,3101,2517,
,,,
2,3074,2520,
,,,
1,3056,2522,
,,,
2,3029,2524,
,,,
1,3012,2526,
,,,
2,2985,2529,
,,,
1,2967,2531,
,,,
2,2941,2533,
,,,
1,2923,2535,
,,,
2,2896,2538,
,,,
1,2879,2540,
,,,
2,2852,2543,
,,,
1,2834,2545,
,,,
2,2808,2547,
,,,
1,2790,2549,
,,,
2,2763,2552,
,,,
1,2746,2554,
,,,
2,2719,2557,
,,,
1,2701,2558,
,,,
2,2674,2561,
,,,
1,2657,2563,
,,,
2,2630,2566,
,,,
1,2612,2567,
,,,
2,2586,2570,
,,,
1,2568,2572,
,,,
2,2541,2575,
,,,
1,2524,2577,
,,,
2,2497,2580,
,,,
1,2479,2581,
,,,
2,2453,2584,
,,,
1,2435,2586,
,,,
2,2408,2589,
,,,
1,2390,2591,
,,,
2,2364,2593,
,,,
1,2346,2595,
,,,
2,2319,2598,
,,,
1,2302,2600,
,,,
2,2283,2601,
,,,
1,1689,2601,
,,,
2,1702,2575,
,,,
1,3809,2577,
,,,
2,3781,2580,
,,,
1,3763,2582,
,,,
2,3737,2585,
,,,
1,3719,2587,
,,,
2,3692,2589,
,,,
1,3675,2591,
,,,
2,3647,2594,
,,,
1,3850,2559,
,,,
2,3825,2562,
,,,
1,3807,2564,
,,,
2,3781,2566,
,,,
1,3763,2568,
,,,
2,3736,2571,
,,,
1,3718,2573,
,,,
2,3692,2575,
,,,
1,3674,2577,
,,,
2,3647,2580,
,,,
1,3630,2582,
,,,
2,3605,2584,
,,,
1,5547,2384,
,,,
2,5520,2386,
,,,
1,5503,2388,
,,,
2,5476,2391,
,,,
1,5458,2393,
,,,
2,5429,2396,
,,,
1,5562,2277,
,,,
2,5559,2277,
,,,
1,5541,2279,
,,,
2,5515,2281,
,,,
1,5497,2283,
,,,
2,5471,2286,
,,,
1,5453,2288,
,,,
2,5426,2290,
,,,
1,5408,2292,
,,,
2,5382,2295,
,,,
1,5364,2297,
,,,
2,5337,2300,
,,,
1,5319,2302,
,,,
2,5293,2304,
,,,
1,5275,2306,
,,,
2,5249,2309,
,,,
1,5231,2311,
,,,
2,5204,2314,
,,,
1,5186,2315,
,,,
2,5160,2318,
,,,
1,5142,2320,
,,,
2,5115,2323,
,,,
1,5098,2324,
,,,
2,5071,2327,
,,,
1,5053,2329,
,,,
2,5027,2332,
,,,
1,5009,2334,
,,,
2,4982,2337,
,,,
1,4964,2338,
,,,
2,4938,2341,
,,,
1,4920,2343,
,,,
2,4893,2346,
,,,
1,4876,2348,
,,,
2,4849,2350,
,,,
1,4831,2352,
,,,
2,4805,2355,
,,,
1,4787,2357,
,,,
2,4760,2359,
,,,
1,4742,2361,
,,,
2,4716,2364,
,,,
1,4698,2366,
,,,
2,4671,2369,
,,,
1,4654,2371,
,,,
2,4627,2373,
,,,
1,4609,2375,
,,,
2,4583,2378,
,,,
1,4565,2380,
,,,
2,4538,2382,
,,,
1,4521,2384,
,,,
2,4494,2387,
,,,
1,4476,2389,
,,,
2,4449,2391,
,,,
1,4432,2393,
,,,
2,4405,2396,
,,,
1,4387,2398,
,,,
2,4361,2401,
,,,
1,4343,2403,
,,,
2,4316,2405,
,,,
1,4299,2407,
,,,
2,4272,2410,
,,,
1,4254,2412,
,,,
2,4228,2415,
,,,
1,4210,2416,
,,,
2,4183,2419,
,,,
1,4166,2421,
,,,
2,4139,2424,
,,,
1,4121,2426,
,,,
2,4094,2428,
,,,
1,4077,2430,
,,,
2,4050,2433,
,,,
1,4032,2435,
,,,
2,4006,2438,
,,,
1,3988,2439,
,,,
2,3961,2442,
,,,
1,3944,2444,
,,,
2,3917,2447,
,,,
1,3899,2448,
,,,
2,3873,2451,
,,,
1,3855,2453,
,,,
2,3828,2456,
,,,
1,3810,2458,
,,,
2,3784,2460,
,,,
1,3766,2462,
,,,
2,3739,2465,
,,,
1,3722,2467,
,,,
2,3695,2470,
,,,
1,3677,2472,
,,,
2,3651,2474,
,,,
1,3633,2476,
,,,
2,3606,2479,
,,,
1,3589,2481,
,,,
2,3562,2483,
,,,
1,3544,2485,
,,,
2,3517,2488,
,,,
1,3500,2490,
,,,
2,3473,2493,
,,,
1,3455,2495,
,,,
2,3429,2497,
,,,
1,3411,2499,
,,,
2,3384,2502,
,,,
1,3367,2504,
,,,
2,3340,2506,
,,,
1,3322,2508,
,,,
2,3296,2511,
,,,
1,3278,2513,
,,,
2,3251,2515,
,,,
1,3233,2517,
,,,
2,3207,2520,
,,,
1,3189,2522,
,,,
2,3162,2525,
,,,
1,3144,2527,
,,,
2,3118,2529,
,,,
1,3100,2531,
,,,
2,3074,2534,
,,,
1,3056,2536,
,,,
2,3029,2539,
,,,
1,3011,2540,
,,,
2,2985,2543,
,,,
1,2967,2545,
,,,
2,2940,2548,
,,,
1,2922,2549,
,,,
2,2896,2552,
,,,
1,2878,2554,
,,,
2,2852,2557,
,,,
1,2834,2559,
,,,
2,2807,2562,
,,,
1,2789,2563,
,,,
2,2763,2566,
,,,
1,2745,2568,
,,,
2,2718,2571,
,,,
1,2700,2572,
,,,
2,2674,2575,
,,,
1,2656,2577,
,,,
2,2630,2580,
,,,
1,2612,2581,
,,,
2,2585,2584,
,,,
1,2567,2586,
,,,
2,2541,2589,
,,,
1,2523,2591,
,,,
2,2496,2594,
,,,
1,2479,2596,
,,,
2,2452,2598,
,,,
1,2434,2600,
,,,
2,2419,2601,
,,,
1,5555,2397,
,,,
2,5528,2400,
,,,
1,5510,2401,
,,,
2,5478,2405,
,,,
1,5077,2567,
,,,
2,4744,2601,
,,,
1,5562,2175,
,,,
2,3871,2350,
,,,
1,3791,2358,
,,,
2,1702,2575,
,,,
1,3791,2358,
,,,
2,3823,2373,
,,,
1,3819,2380,
,,,
2,3823,2373,
,,,
1,3869,2355,
,,,
2,3871,2350,
,,,
1,4981,2456,
,,,
2,4955,2459,
,,,
1,4937,2461,
,,,
2,4910,2463,
,,,
1,4892,2465,
,,,
2,4866,2468,
,,,
1,4848,2470,
,,,
2,4822,2473,
,,,
1,4993,2441,
,,,
2,4958,2444,
,,,
1,4940,2446,
,,,
2,4913,2449,
,,,
1,4896,2451,
,,,
2,4869,2454,
,,,
1,4851,2456,
,,,
2,4825,2458,
,,,
1,4807,2460,
,,,
2,4772,2464,
,,,
1,4680,2473,
,,,
2,4649,2477,
,,,
1,4632,2478,
,,,
2,4605,2481,
,,,
1,4587,2483,
,,,
2,4560,2486,
,,,
1,4543,2487,
,,,
2,4516,2490,
,,,
1,4498,2492,
,,,
2,4472,2495,
,,,
1,4454,2496,
,,,
2,4427,2499,
,,,
1,4410,2501,
,,,
2,4383,2504,
,,,
1,4365,2506,
,,,
2,4339,2509,
,,,
1,4321,2510,
,,,
2,4294,2513,
,,,
1,4276,2515,
,,,
2,4250,2518,
,,,
1,4232,2520,
,,,
2,4201,2523,
,,,
1,1457,2601,
,,,
2,1463,2598,
,,,
3,1486,2579,
,,,
4,1509,2559,
,,,
5,1531,2538,
,,,
6,1552,2516,
,,,
1,1654,1769,
,,,
2,1655,1770,
,,,
3,1653,1767,
,,,
4,1654,1769,
,,,
1,1655,1770,
,,,
2,1653,1767,
,,,
3,1655,1772,
,,,
4,1655,1770,
,,,
1,1653,1767,
,,,
2,1655,1772,
,,,
3,1652,1767,
,,,
4,1653,1767,
,,,
1,1655,1772,
,,,
2,1652,1767,
,,,
3,1656,1773,
,,,
4,1655,1772,
,,,
1,1652,1767,
,,,
2,1656,1773,
,,,
3,1651,1766,
,,,
4,1652,1767,
,,,
1,1656,1773,
,,,
2,1651,1766,
,,,
3,1656,1774,
,,,
4,1656,1773,
,,,
1,1651,1766,
,,,
2,1656,1774,
,,,
3,1650,1765,
,,,
4,1651,1766,
,,,
1,1656,1774,
,,,
2,1650,1765,
,,,
3,1656,1775,
,,,
4,1656,1774,
,,,
1,1650,1765,
,,,
2,1656,1775,
,,,
3,1648,1764,
,,,
4,1650,1765,
,,,
1,1656,1775,
,,,
2,1648,1764,
,,,
3,1656,1777,
,,,
4,1656,1775,
,,,
1,1648,1764,
,,,
2,1656,1777,
,,,
3,1647,1764,
,,,
4,1648,1764,
,,,
1,1656,1777,
,,,
2,1647,1764,
,,,
3,1656,1778,
,,,
4,1656,1777,
,,,
1,1647,1764,
,,,
2,1656,1778,
,,,
3,1646,1763,
,,,
4,1647,1764,
,,,
1,1656,1778,
,,,
2,1646,1763,
,,,
3,1656,1780,
,,,
4,1656,1778,
,,,
1,1646,1763,
,,,
2,1656,1780,
,,,
3,1644,1763,
,,,
4,1646,1763,
,,,
1,1656,1780,
,,,
2,1644,1763,
,,,
3,1656,1781,
,,,
4,1656,1780,
,,,
1,1644,1763,
,,,
2,1656,1781,
,,,
3,1643,1763,
,,,
4,1644,1763,
,,,
1,1656,1781,
,,,
2,1643,1763,
,,,
3,1655,1782,
,,,
4,1656,1781,
,,,
1,1643,1763,
,,,
2,1655,1782,
,,,
3,1642,1763,
,,,
4,1643,1763,
,,,
1,1655,1782,
,,,
2,1642,1763,
,,,
3,1655,1783,
,,,
4,1655,1782,
,,,
1,1642,1763,
,,,
2,1655,1783,
,,,
3,1640,1763,
,,,
4,1642,1763,
,,,
1,1655,1783,
,,,
2,1640,1763,
,,,
3,1654,1784,
,,,
4,1655,1783,
,,,
1,1640,1763,
,,,
2,1654,1784,
,,,
3,1639,1763,
,,,
4,1640,1763,
,,,
1,1654,1784,
,,,
2,1639,1763,
,,,
3,1654,1785,
,,,
4,1654,1784,
,,,
1,1639,1763,
,,,
2,1654,1785,
,,,
3,1638,1764,
,,,
4,1639,1763,
,,,
1,1654,1785,
,,,
2,1638,1764,
,,,
3,1653,1786,
,,,
4,1654,1785,
,,,
1,1638,1764,
,,,
2,1653,1786,
,,,
3,1637,1764,
,,,
4,1638,1764,
,,,
1,1653,1786,
,,,
2,1637,1764,
,,,
3,1652,1787,
,,,
4,1653,1786,
,,,
1,1637,1764,
,,,
2,1652,1787,
,,,
3,1636,1765,
,,,
4,1637,1764,
,,,
1,1652,1787,
,,,
2,1636,1765,
,,,
3,1651,1788,
,,,
4,1652,1787,
,,,
1,1636,1765,
,,,
2,1651,1788,
,,,
3,1635,1766,
,,,
4,1636,1765,
,,,
1,1651,1788,
,,,
2,1635,1766,
,,,
3,1650,1789,
,,,
4,1651,1788,
,,,
1,1635,1766,
,,,
2,1650,1789,
,,,
3,1633,1767,
,,,
4,1635,1766,
,,,
1,1650,1789,
,,,
2,1633,1767,
,,,
3,1648,1790,
,,,
4,1650,1789,
,,,
1,1633,1767,
,,,
2,1648,1790,
,,,
3,1632,1767,
,,,
4,1633,1767,
,,,
1,1648,1790,
,,,
2,1632,1768,
,,,
3,1647,1790,
,,,
4,1648,1790,
,,,
1,1632,1768,
,,,
2,1647,1790,
,,,
3,1632,1768,
,,,
4,1632,1768,
,,,
1,1647,1790,
,,,
2,1632,1768,
,,,
3,1646,1790,
,,,
4,1647,1790,
,,,
1,1632,1768,
,,,
2,1646,1790,
,,,
3,1631,1769,
,,,
4,1632,1768,
,,,
1,1646,1790,
,,,
2,1631,1769,
,,,
3,1644,1791,
,,,
4,1646,1790,
,,,
1,1631,1769,
,,,
2,1644,1791,
,,,
3,1630,1770,
,,,
4,1631,1769,
,,,
1,1644,1791,
,,,
2,1630,1770,
,,,
3,1643,1791,
,,,
4,1644,1791,
,,,
1,1630,1770,
,,,
2,1643,1791,
,,,
3,1630,1772,
,,,
4,1630,1770,
,,,
1,1643,1791,
,,,
2,1630,1772,
,,,
3,1642,1791,
,,,
4,1643,1791,
,,,
1,1630,1772,
,,,
2,1642,1791,
,,,
3,1629,1773,
,,,
4,1630,1772,
,,,
1,1642,1791,
,,,
2,1629,1773,
,,,
3,1640,1791,
,,,
4,1642,1791,
,,,
1,1629,1773,
,,,
2,1640,1791,
,,,
3,1629,1774,
,,,
4,1629,1773,
,,,
1,1640,1791,
,,,
2,1629,1774,
,,,
3,1639,1790,
,,,
4,1640,1791,
,,,
1,1629,1774,
,,,
2,1639,1790,
,,,
3,1629,1776,
,,,
4,1629,1774,
,,,
1,1639,1790,
,,,
2,1629,1776,
,,,
3,1638,1790,
,,,
4,1639,1790,
,,,
1,1629,1776,
,,,
2,1638,1790,
,,,
3,1629,1777,
,,,
4,1629,1776,
,,,
1,1638,1790,
,,,
2,1629,1777,
,,,
3,1637,1789,
,,,
4,1638,1790,
,,,
1,1629,1777,
,,,
2,1637,1789,
,,,
3,1629,1778,
,,,
4,1629,1777,
,,,
1,1637,1789,
,,,
2,1629,1778,
,,,
3,1636,1789,
,,,
4,1637,1789,
,,,
1,1629,1778,
,,,
2,1636,1789,
,,,
3,1629,1780,
,,,
4,1629,1778,
,,,
1,1636,1789,
,,,
2,1629,1780,
,,,
3,1634,1788,
,,,
4,1636,1789,
,,,
1,1629,1780,
,,,
2,1634,1788,
,,,
3,1629,1781,
,,,
4,1629,1780,
,,,
1,1634,1788,
,,,
2,1629,1781,
,,,
3,1633,1787,
,,,
4,1634,1788,
,,,
1,1629,1781,
,,,
2,1633,1787,
,,,
3,1630,1782,
,,,
4,1629,1781,
,,,
1,1630,1782,
,,,
2,1630,1783,
,,,
3,1632,1786,
,,,
4,1630,1782,
,,,
1,1630,1783,
,,,
2,1632,1786,
,,,
3,1632,1785,
,,,
4,1630,1783,
,,,
1,1630,1782,
,,,
2,1633,1787,
,,,
3,1632,1786,
,,,
4,1630,1782,
,,,
1,1682,2145,
,,,
2,1724,2140,
,,,
1,1682,2139,
,,,
2,1723,2135,
,,,
1,1682,2145,
,,,
2,1309,2204,
,,,
1,1681,2139,
,,,
2,1308,2199,
,,,
1,1309,2204,
,,,
2,1308,2199,
,,,
1,1724,2140,
,,,
2,1723,2135,
,,,
1,1696,2169,
,,,
2,1697,2170,
,,,
3,1695,2167,
,,,
4,1696,2169,
,,,
1,1697,2170,
,,,
2,1695,2167,
,,,
3,1698,2171,
,,,
4,1697,2170,
,,,
1,1695,2167,
,,,
2,1698,2171,
,,,
3,1694,2166,
,,,
4,1695,2167,
,,,
1,1698,2171,
,,,
2,1694,2166,
,,,
3,1698,2173,
,,,
4,1698,2171,
,,,
1,1694,2166,
,,,
2,1698,2173,
,,,
3,1693,2165,
,,,
4,1694,2166,
,,,
1,1698,2173,
,,,
2,1693,2165,
,,,
3,1698,2174,
,,,
4,1698,2173,
,,,
1,1693,2165,
,,,
2,1698,2174,
,,,
3,1692,2165,
,,,
4,1693,2165,
,,,
1,1698,2174,
,,,
2,1692,2165,
,,,
3,1699,2175,
,,,
4,1698,2174,
,,,
1,1692,2165,
,,,
2,1699,2175,
,,,
3,1690,2164,
,,,
4,1692,2165,
,,,
1,1699,2175,
,,,
2,1690,2164,
,,,
3,1699,2177,
,,,
4,1699,2175,
,,,
1,1690,2164,
,,,
2,1699,2177,
,,,
3,1689,2164,
,,,
4,1690,2164,
,,,
1,1699,2177,
,,,
2,1689,2164,
,,,
3,1699,2178,
,,,
4,1699,2177,
,,,
1,1689,2164,
,,,
2,1699,2178,
,,,
3,1688,2163,
,,,
4,1689,2164,
,,,
1,1699,2178,
,,,
2,1688,2163,
,,,
3,1698,2179,
,,,
4,1699,2178,
,,,
1,1688,2163,
,,,
2,1698,2179,
,,,
3,1687,2163,
,,,
4,1688,2163,
,,,
1,1698,2179,
,,,
2,1687,2163,
,,,
3,1698,2181,
,,,
4,1698,2179,
,,,
1,1687,2163,
,,,
