Polyline,X,Y,
,,,
1,3513,1979,
,,,
2,5562,1767,
,,,
1,297,1813,
,,,
2,311,1811,
,,,
1,329,1809,
,,,
2,356,1807,
,,,
1,373,1805,
,,,
2,400,1802,
,,,
1,418,1800,
,,,
2,445,1797,
,,,
1,462,1796,
,,,
2,489,1793,
,,,
1,507,1791,
,,,
2,533,1788,
,,,
1,551,1786,
,,,
2,578,1784,
,,,
1,595,1782,
,,,
2,622,1779,
,,,
1,640,1777,
,,,
2,666,1774,
,,,
1,684,1773,
,,,
2,711,1770,
,,,
1,729,1768,
,,,
2,755,1765,
,,,
1,773,1764,
,,,
2,800,1761,
,,,
1,817,1759,
,,,
2,844,1756,
,,,
1,862,1754,
,,,
2,888,1751,
,,,
1,906,1750,
,,,
2,933,1747,
,,,
1,951,1745,
,,,
2,977,1742,
,,,
1,995,1740,
,,,
2,1022,1738,
,,,
1,1039,1736,
,,,
2,1066,1733,
,,,
1,1084,1731,
,,,
2,1110,1729,
,,,
1,1128,1727,
,,,
2,1155,1724,
,,,
1,1173,1722,
,,,
2,1199,1719,
,,,
1,1217,1717,
,,,
2,1244,1715,
,,,
1,1261,1713,
,,,
2,1288,1710,
,,,
1,1306,1708,
,,,
2,1332,1706,
,,,
1,1350,1704,
,,,
2,1377,1701,
,,,
1,1395,1699,
,,,
2,1421,1697,
,,,
1,1439,1695,
,,,
2,1466,1692,
,,,
1,1483,1690,
,,,
2,1510,1687,
,,,
1,1528,1685,
,,,
2,1554,1683,
,,,
1,1572,1681,
,,,
2,1599,1678,
,,,
1,1617,1676,
,,,
2,1643,1674,
,,,
1,1661,1672,
,,,
2,1688,1669,
,,,
1,1705,1667,
,,,
2,1732,1664,
,,,
1,1750,1663,
,,,
2,1776,1660,
,,,
1,1794,1658,
,,,
2,1821,1655,
,,,
1,1839,1653,
,,,
2,1865,1650,
,,,
1,1883,1649,
,,,
2,1910,1646,
,,,
1,1927,1644,
,,,
2,1954,1641,
,,,
1,1972,1640,
,,,
2,1998,1637,
,,,
1,2016,1635,
,,,
2,2043,1632,
,,,
1,2060,1630,
,,,
2,2087,1628,
,,,
1,2105,1626,
,,,
2,2132,1623,
,,,
1,2149,1621,
,,,
2,2176,1618,
,,,
1,2194,1617,
,,,
2,2220,1614,
,,,
1,2238,1612,
,,,
2,2265,1609,
,,,
1,2282,1607,
,,,
2,2309,1605,
,,,
1,2327,1603,
,,,
2,2353,1600,
,,,
1,2371,1598,
,,,
2,2398,1595,
,,,
1,2416,1594,
,,,
2,2442,1591,
,,,
1,2460,1589,
,,,
2,2487,1586,
,,,
1,2504,1584,
,,,
2,2531,1582,
,,,
1,2549,1580,
,,,
2,2575,1577,
,,,
1,2593,1575,
,,,
2,2620,1573,
,,,
1,2637,1571,
,,,
2,2664,1568,
,,,
1,2682,1566,
,,,
2,2709,1563,
,,,
1,2726,1561,
,,,
2,2753,1559,
,,,
1,2771,1557,
,,,
2,2797,1554,
,,,
1,2815,1552,
,,,
2,2842,1550,
,,,
1,2859,1548,
,,,
2,2886,1545,
,,,
1,2904,1543,
,,,
2,2930,1541,
,,,
1,2948,1539,
,,,
2,2975,1536,
,,,
1,2992,1534,
,,,
2,3019,1531,
,,,
1,3037,1529,
,,,
2,3064,1526,
,,,
1,3081,1525,
,,,
2,3108,1522,
,,,
1,3126,1520,
,,,
2,3152,1517,
,,,
1,3170,1516,
,,,
2,3197,1513,
,,,
1,3214,1511,
,,,
2,3241,1508,
,,,
1,3259,1507,
,,,
2,3286,1504,
,,,
1,3303,1502,
,,,
2,3330,1499,
,,,
1,3348,1497,
,,,
2,3374,1494,
,,,
1,3392,1493,
,,,
2,3419,1490,
,,,
1,3436,1488,
,,,
2,3463,1485,
,,,
1,3481,1483,
,,,
2,3507,1481,
,,,
1,3525,1479,
,,,
2,3552,1476,
,,,
1,3570,1474,
,,,
2,3596,1472,
,,,
1,3614,1470,
,,,
2,3641,1467,
,,,
1,3658,1465,
,,,
2,3685,1462,
,,,
1,3703,1460,
,,,
2,3729,1458,
,,,
1,3747,1456,
,,,
2,3774,1453,
,,,
1,3792,1451,
,,,
2,3818,1449,
,,,
1,3836,1447,
,,,
2,3863,1444,
,,,
1,3880,1442,
,,,
2,3907,1439,
,,,
1,3925,1438,
,,,
2,3951,1435,
,,,
1,3969,1433,
,,,
2,3996,1430,
,,,
1,4014,1428,
,,,
2,4040,1426,
,,,
1,4058,1424,
,,,
2,4085,1421,
,,,
1,4102,1419,
,,,
2,4129,1417,
,,,
1,4147,1415,
,,,
2,4173,1412,
,,,
1,4191,1410,
,,,
2,4218,1407,
,,,
1,4236,1405,
,,,
2,4262,1403,
,,,
1,4280,1401,
,,,
2,4307,1398,
,,,
1,4324,1396,
,,,
2,4351,1393,
,,,
1,4369,1392,
,,,
2,4395,1389,
,,,
1,4413,1387,
,,,
2,4440,1384,
,,,
1,4458,1383,
,,,
2,4484,1380,
,,,
1,4502,1378,
,,,
2,4529,1375,
,,,
1,4546,1373,
,,,
2,4573,1370,
,,,
1,4591,1369,
,,,
2,4617,1366,
,,,
1,4635,1364,
,,,
2,4662,1361,
,,,
1,4680,1360,
,,,
2,4706,1357,
,,,
1,4724,1355,
,,,
2,4751,1352,
,,,
1,4768,1350,
,,,
2,4795,1348,
,,,
1,4813,1346,
,,,
2,4839,1343,
,,,
1,4857,1341,
,,,
2,4884,1338,
,,,
1,4901,1336,
,,,
2,4928,1334,
,,,
1,4946,1332,
,,,
2,4973,1329,
,,,
1,4990,1327,
,,,
2,5017,1325,
,,,
1,5035,1323,
,,,
2,5061,1320,
,,,
1,5079,1318,
,,,
2,5106,1316,
,,,
1,5123,1314,
,,,
2,5150,1311,
,,,
1,5168,1309,
,,,
2,5176,1308,
,,,
1,297,1764,
,,,
2,306,1763,
,,,
1,324,1761,
,,,
2,351,1758,
,,,
1,369,1756,
,,,
2,395,1753,
,,,
1,413,1751,
,,,
2,439,1749,
,,,
1,457,1747,
,,,
2,484,1744,
,,,
1,502,1742,
,,,
2,528,1740,
,,,
1,546,1738,
,,,
2,573,1735,
,,,
1,591,1733,
,,,
2,617,1730,
,,,
1,635,1729,
,,,
2,662,1726,
,,,
1,679,1724,
,,,
2,706,1721,
,,,
1,724,1719,
,,,
2,750,1716,
,,,
1,768,1715,
,,,
2,795,1712,
,,,
1,813,1710,
,,,
2,839,1707,
,,,
1,857,1706,
,,,
2,884,1703,
,,,
1,901,1701,
,,,
2,928,1698,
,,,
1,946,1697,
,,,
2,972,1694,
,,,
1,990,1692,
,,,
2,1017,1689,
,,,
1,1034,1687,
,,,
2,1061,1684,
,,,
1,1079,1683,
,,,
2,1106,1680,
,,,
1,1123,1678,
,,,
2,1150,1675,
,,,
1,1168,1673,
,,,
2,1194,1671,
,,,
1,1212,1669,
,,,
2,1239,1666,
,,,
1,1256,1664,
,,,
2,1283,1662,
,,,
1,1301,1660,
,,,
2,1327,1657,
,,,
1,1345,1655,
,,,
2,1372,1652,
,,,
1,1390,1650,
,,,
2,1416,1648,
,,,
1,1434,1646,
,,,
2,1461,1643,
,,,
1,1478,1641,
,,,
2,1505,1639,
,,,
1,1523,1637,
,,,
2,1549,1634,
,,,
1,1567,1632,
,,,
2,1594,1629,
,,,
1,1611,1628,
,,,
2,1638,1625,
,,,
1,1656,1623,
,,,
2,1683,1620,
,,,
1,1700,1618,
,,,
2,1727,1616,
,,,
1,1745,1614,
,,,
2,1771,1611,
,,,
1,1789,1609,
,,,
2,1816,1607,
,,,
1,1833,1605,
,,,
2,1860,1602,
,,,
1,1878,1600,
,,,
2,1904,1597,
,,,
1,1922,1595,
,,,
2,1949,1593,
,,,
1,1967,1591,
,,,
2,1993,1588,
,,,
1,2011,1586,
,,,
2,2038,1583,
,,,
1,2055,1582,
,,,
2,2082,1579,
,,,
1,2100,1577,
,,,
2,2126,1574,
,,,
1,2144,1573,
,,,
2,2171,1570,
,,,
1,2188,1568,
,,,
2,2215,1565,
,,,
1,2233,1563,
,,,
2,2260,1560,
,,,
1,2277,1559,
,,,
2,2304,1556,
,,,
1,2322,1554,
,,,
2,2348,1551,
,,,
1,2366,1549,
,,,
2,2393,1547,
,,,
1,2410,1545,
,,,
2,2437,1542,
,,,
1,2455,1540,
,,,
2,2481,1538,
,,,
1,2499,1536,
,,,
2,2526,1533,
,,,
1,2544,1531,
,,,
2,2570,1528,
,,,
1,2588,1526,
,,,
2,2615,1524,
,,,
1,2632,1522,
,,,
2,2659,1519,
,,,
1,2677,1517,
,,,
2,2703,1515,
,,,
1,2721,1513,
,,,
2,2748,1510,
,,,
1,2766,1508,
,,,
2,2792,1506,
,,,
1,2810,1504,
,,,
2,2836,1501,
,,,
1,2854,1499,
,,,
2,2881,1496,
,,,
1,2899,1494,
,,,
2,2925,1492,
,,,
1,2943,1490,
,,,
2,2970,1487,
,,,
1,2988,1485,
,,,
2,3014,1483,
,,,
1,3032,1481,
,,,
2,3059,1478,
,,,
1,3076,1476,
,,,
2,3103,1473,
,,,
1,3121,1472,
,,,
2,3147,1469,
,,,
1,3165,1467,
,,,
2,3192,1464,
,,,
1,3210,1462,
,,,
2,3236,1459,
,,,
1,3254,1458,
,,,
2,3281,1455,
,,,
1,3298,1453,
,,,
2,3325,1450,
,,,
1,3343,1449,
,,,
2,3369,1446,
,,,
1,3387,1444,
,,,
2,3414,1441,
,,,
1,3432,1439,
,,,
2,3458,1437,
,,,
1,3476,1435,
,,,
2,3503,1432,
,,,
1,3520,1430,
,,,
2,3547,1427,
,,,
1,3565,1426,
,,,
2,3591,1423,
,,,
1,3609,1421,
,,,
2,3636,1418,
,,,
1,3654,1416,
,,,
2,3680,1414,
,,,
1,3698,1412,
,,,
2,3725,1409,
,,,
1,3742,1407,
,,,
2,3769,1404,
,,,
1,3787,1403,
,,,
2,3813,1400,
,,,
1,3831,1398,
,,,
2,3858,1395,
,,,
1,3875,1393,
,,,
2,3902,1391,
,,,
1,3920,1389,
,,,
2,3947,1386,
,,,
1,3964,1384,
,,,
2,3991,1382,
,,,
1,4009,1380,
,,,
2,4035,1377,
,,,
1,4053,1375,
,,,
2,4080,1372,
,,,
1,4097,1370,
,,,
2,4124,1368,
,,,
1,4142,1366,
,,,
2,4168,1363,
,,,
1,4186,1361,
,,,
2,4213,1359,
,,,
1,4230,1357,
,,,
2,4257,1354,
,,,
1,4275,1352,
,,,
2,4302,1350,
,,,
1,4319,1348,
,,,
2,4346,1345,
,,,
1,4364,1343,
,,,
2,4390,1340,
,,,
1,4408,1338,
,,,
2,4435,1335,
,,,
1,4452,1334,
,,,
2,4479,1331,
,,,
1,4497,1329,
,,,
2,4524,1326,
,,,
1,4541,1325,
,,,
2,4568,1322,
,,,
1,4586,1320,
,,,
2,4612,1317,
,,,
1,4630,1316,
,,,
2,4657,1313,
,,,
1,4674,1311,
,,,
2,4700,1308,
,,,
1,297,1714,
,,,
2,302,1714,
,,,
1,319,1712,
,,,
2,346,1709,
,,,
1,364,1707,
,,,
2,390,1705,
,,,
1,408,1703,
,,,
2,435,1700,
,,,
1,452,1698,
,,,
2,479,1696,
,,,
1,497,1694,
,,,
2,523,1691,
,,,
1,541,1689,
,,,
2,568,1686,
,,,
1,585,1684,
,,,
2,612,1682,
,,,
1,630,1680,
,,,
2,657,1677,
,,,
1,674,1675,
,,,
2,701,1673,
,,,
1,719,1671,
,,,
2,745,1668,
,,,
1,763,1666,
,,,
2,790,1663,
,,,
1,807,1662,
,,,
2,834,1659,
,,,
1,852,1657,
,,,
2,878,1654,
,,,
1,896,1652,
,,,
2,923,1649,
,,,
1,941,1648,
,,,
2,967,1645,
,,,
1,985,1643,
,,,
2,1012,1640,
,,,
1,1029,1639,
,,,
2,1056,1636,
,,,
1,1074,1634,
,,,
2,1100,1631,
,,,
1,1118,1629,
,,,
2,1145,1627,
,,,
1,1162,1625,
,,,
2,1189,1622,
,,,
1,1207,1620,
,,,
2,1234,1617,
,,,
1,1251,1615,
,,,
2,1278,1613,
,,,
1,1296,1611,
,,,
2,1322,1608,
,,,
1,1340,1606,
,,,
2,1367,1604,
,,,
1,1384,1602,
,,,
2,1411,1599,
,,,
1,1429,1597,
,,,
2,1455,1594,
,,,
1,1473,1593,
,,,
2,1500,1590,
,,,
1,1518,1588,
,,,
2,1544,1585,
,,,
1,1562,1583,
,,,
2,1589,1581,
,,,
1,1606,1579,
,,,
2,1633,1576,
,,,
1,1651,1574,
,,,
2,1677,1572,
,,,
1,1695,1570,
,,,
2,1722,1567,
,,,
1,1740,1565,
,,,
2,1766,1562,
,,,
1,1784,1560,
,,,
2,1811,1558,
,,,
1,1828,1556,
,,,
2,1855,1553,
,,,
1,1873,1551,
,,,
2,1899,1549,
,,,
1,1917,1547,
,,,
2,1944,1544,
,,,
1,1962,1542,
,,,
2,1988,1540,
,,,
1,2006,1538,
,,,
2,2032,1535,
,,,
1,2050,1533,
,,,
2,2077,1530,
,,,
1,2095,1528,
,,,
2,2121,1525,
,,,
1,2139,1524,
,,,
2,2166,1521,
,,,
1,2184,1519,
,,,
2,2210,1516,
,,,
1,2228,1515,
,,,
2,2254,1512,
,,,
1,2272,1510,
,,,
2,2299,1507,
,,,
1,2317,1506,
,,,
2,2343,1503,
,,,
1,2361,1501,
,,,
2,2388,1498,
,,,
1,2406,1496,
,,,
2,2432,1493,
,,,
1,2450,1492,
,,,
2,2476,1489,
,,,
1,2494,1487,
,,,
2,2521,1484,
,,,
1,2539,1482,
,,,
2,2565,1480,
,,,
1,2583,1478,
,,,
2,2610,1475,
,,,
1,2628,1473,
,,,
2,2654,1471,
,,,
1,2672,1469,
,,,
2,2699,1466,
,,,
1,2716,1464,
,,,
2,2743,1461,
,,,
1,2761,1459,
,,,
2,2787,1457,
,,,
1,2805,1455,
,,,
2,2832,1452,
,,,
1,2849,1450,
,,,
2,2876,1448,
,,,
1,2894,1446,
,,,
2,2921,1443,
,,,
1,2938,1441,
,,,
2,2965,1438,
,,,
1,2983,1437,
,,,
2,3009,1434,
,,,
1,3027,1432,
,,,
2,3054,1429,
,,,
1,3071,1427,
,,,
2,3098,1425,
,,,
1,3116,1423,
,,,
2,3142,1420,
,,,
1,3160,1418,
,,,
2,3187,1416,
,,,
1,3205,1414,
,,,
2,3231,1411,
,,,
1,3249,1409,
,,,
2,3276,1406,
,,,
1,3293,1404,
,,,
2,3320,1402,
,,,
1,3338,1400,
,,,
2,3364,1397,
,,,
1,3382,1395,
,,,
2,3409,1392,
,,,
1,3426,1391,
,,,
2,3453,1388,
,,,
1,3471,1386,
,,,
2,3498,1383,
,,,
1,3515,1382,
,,,
2,3542,1379,
,,,
1,3560,1377,
,,,
2,3586,1374,
,,,
1,3604,1372,
,,,
2,3631,1369,
,,,
1,3648,1368,
,,,
2,3675,1365,
,,,
1,3693,1363,
,,,
2,3719,1360,
,,,
1,3737,1359,
,,,
2,3764,1356,
,,,
1,3781,1354,
,,,
2,3808,1351,
,,,
1,3826,1349,
,,,
2,3853,1347,
,,,
1,3870,1345,
,,,
2,3897,1342,
,,,
1,3915,1340,
,,,
2,3941,1337,
,,,
1,3959,1335,
,,,
2,3986,1333,
,,,
1,4003,1331,
,,,
2,4030,1328,
,,,
1,4048,1326,
,,,
2,4075,1324,
,,,
1,4092,1322,
,,,
2,4119,1319,
,,,
1,4137,1317,
,,,
2,4163,1315,
,,,
1,4181,1313,
,,,
2,4208,1310,
,,,
1,314,1663,
,,,
2,341,1661,
,,,
1,358,1659,
,,,
2,385,1656,
,,,
1,403,1654,
,,,
2,429,1651,
,,,
1,447,1649,
,,,
2,474,1647,
,,,
1,492,1645,
,,,
2,518,1642,
,,,
1,536,1640,
,,,
2,563,1638,
,,,
1,580,1636,
,,,
2,607,1633,
,,,
1,625,1631,
,,,
2,651,1628,
,,,
1,669,1627,
,,,
2,696,1624,
,,,
1,713,1622,
,,,
2,740,1619,
,,,
1,758,1617,
,,,
2,785,1615,
,,,
1,802,1613,
,,,
2,829,1610,
,,,
1,847,1608,
,,,
2,873,1606,
,,,
1,891,1604,
,,,
2,918,1601,
,,,
1,936,1599,
,,,
2,962,1596,
,,,
1,980,1594,
,,,
2,1006,1592,
,,,
1,1024,1590,
,,,
2,1051,1587,
,,,
1,1069,1585,
,,,
2,1095,1582,
,,,
1,1113,1581,
,,,
2,1140,1578,
,,,
1,1158,1576,
,,,
2,1184,1573,
,,,
1,1202,1572,
,,,
2,1228,1569,
,,,
1,1246,1567,
,,,
2,1273,1564,
,,,
1,1291,1562,
,,,
2,1317,1559,
,,,
1,1335,1558,
,,,
2,1362,1555,
,,,
1,1380,1553,
,,,
2,1406,1550,
,,,
1,1424,1548,
,,,
2,1450,1546,
,,,
1,1468,1544,
,,,
2,1495,1541,
,,,
1,1513,1539,
,,,
2,1539,1537,
,,,
1,1557,1535,
,,,
2,1584,1532,
,,,
1,1602,1530,
,,,
2,1628,1527,
,,,
1,1646,1525,
,,,
2,1672,1523,
,,,
1,1690,1521,
,,,
2,1717,1518,
,,,
1,1735,1516,
,,,
2,1761,1514,
,,,
1,1779,1512,
,,,
2,1806,1509,
,,,
1,1823,1507,
,,,
2,1850,1505,
,,,
1,1868,1503,
,,,
2,1894,1500,
,,,
1,1912,1498,
,,,
2,1939,1495,
,,,
1,1957,1493,
,,,
2,1983,1491,
,,,
1,2001,1489,
,,,
2,2028,1486,
,,,
1,2045,1484,
,,,
2,2072,1482,
,,,
1,2090,1480,
,,,
2,2116,1477,
,,,
1,2134,1475,
,,,
2,2161,1472,
,,,
1,2179,1471,
,,,
2,2205,1468,
,,,
1,2223,1466,
,,,
2,2250,1463,
,,,
1,2267,1461,
,,,
2,2294,1458,
,,,
1,2312,1457,
,,,
2,2338,1454,
,,,
1,2356,1452,
,,,
2,2383,1449,
,,,
1,2400,1448,
,,,
2,2427,1445,
,,,
1,2445,1443,
,,,
2,2472,1440,
,,,
1,2489,1438,
,,,
2,2516,1436,
,,,
1,2534,1434,
,,,
2,2560,1431,
,,,
1,2578,1429,
,,,
2,2605,1426,
,,,
1,2622,1425,
,,,
2,2649,1422,
,,,
1,2667,1420,
,,,
2,2693,1417,
,,,
1,2711,1415,
,,,
2,2738,1413,
,,,
1,2755,1411,
,,,
2,2782,1408,
,,,
1,2800,1406,
,,,
2,2827,1403,
,,,
1,2844,1402,
,,,
2,2871,1399,
,,,
1,2889,1397,
,,,
2,2915,1394,
,,,
1,2933,1392,
,,,
2,2960,1390,
,,,
1,2977,1388,
,,,
2,3004,1385,
,,,
1,3022,1383,
,,,
2,3049,1381,
,,,
1,3066,1379,
,,,
2,3093,1376,
,,,
1,3111,1374,
,,,
2,3137,1371,
,,,
1,3155,1369,
,,,
2,3182,1367,
,,,
1,3199,1365,
,,,
2,3226,1362,
,,,
1,3244,1360,
,,,
2,3270,1358,
,,,
1,3288,1356,
,,,
2,3315,1353,
,,,
1,3333,1351,
,,,
2,3359,1349,
,,,
1,3377,1347,
,,,
2,3404,1344,
,,,
1,3421,1342,
,,,
2,3448,1339,
,,,
1,3466,1337,
,,,
2,3492,1334,
,,,
1,3510,1333,
,,,
2,3537,1330,
,,,
1,3555,1328,
,,,
2,3581,1325,
,,,
1,3599,1324,
,,,
2,3625,1321,
,,,
1,3643,1319,
,,,
2,3670,1316,
,,,
1,3688,1315,
,,,
2,3714,1312,
,,,
1,3732,1310,
,,,
2,3748,1308,
,,,
1,309,1614,
,,,
2,336,1612,
,,,
1,354,1610,
,,,
2,380,1607,
,,,
1,398,1605,
,,,
2,424,1603,
,,,
1,442,1601,
,,,
2,469,1598,
,,,
1,487,1596,
,,,
2,513,1594,
,,,
1,531,1592,
,,,
2,558,1589,
,,,
1,576,1587,
,,,
2,602,1584,
,,,
1,620,1582,
,,,
2,646,1580,
,,,
1,664,1578,
,,,
2,691,1575,
,,,
1,709,1573,
,,,
2,735,1571,
,,,
1,753,1569,
,,,
2,780,1566,
,,,
1,797,1564,
,,,
2,824,1561,
,,,
1,842,1559,
,,,
2,868,1557,
,,,
1,886,1555,
,,,
2,913,1552,
,,,
1,931,1550,
,,,
2,957,1548,
,,,
1,975,1546,
,,,
2,1002,1543,
,,,
1,1019,1541,
,,,
2,1046,1538,
,,,
1,1064,1537,
,,,
2,1090,1534,
,,,
1,1108,1532,
,,,
2,1135,1529,
,,,
1,1153,1527,
,,,
2,1179,1524,
,,,
1,1197,1523,
,,,
2,1224,1520,
,,,
1,1241,1518,
,,,
2,1268,1515,
,,,
1,1286,1514,
,,,
2,1312,1511,
,,,
1,1330,1509,
,,,
2,1357,1506,
,,,
1,1374,1505,
,,,
2,1401,1502,
,,,
1,1419,1500,
,,,
2,1446,1497,
,,,
1,1463,1495,
,,,
2,1490,1492,
,,,
1,1508,1491,
,,,
2,1534,1488,
,,,
1,1552,1486,
,,,
2,1579,1483,
,,,
1,1596,1481,
,,,
2,1623,1479,
,,,
1,1641,1477,
,,,
2,1667,1474,
,,,
1,1685,1472,
,,,
2,1712,1470,
,,,
1,1730,1468,
,,,
2,1756,1465,
,,,
1,1774,1463,
,,,
2,1801,1460,
,,,
1,1818,1458,
,,,
2,1845,1456,
,,,
1,1863,1454,
,,,
2,1889,1451,
,,,
1,1907,1449,
,,,
2,1934,1447,
,,,
1,1951,1445,
,,,
2,1978,1442,
,,,
1,1996,1440,
,,,
2,2023,1438,
,,,
1,2040,1436,
,,,
2,2067,1433,
,,,
1,2085,1431,
,,,
2,2111,1428,
,,,
1,2129,1426,
,,,
2,2156,1424,
,,,
1,2173,1422,
,,,
2,2200,1419,
,,,
1,2218,1417,
,,,
2,2244,1415,
,,,
1,2262,1413,
,,,
2,2289,1410,
,,,
1,2306,1408,
,,,
2,2333,1405,
,,,
1,2351,1403,
,,,
2,2378,1401,
,,,
1,2395,1399,
,,,
2,2422,1396,
,,,
1,2440,1394,
,,,
2,2466,1391,
,,,
1,2484,1390,
,,,
2,2511,1387,
,,,
1,2528,1385,
,,,
2,2555,1382,
,,,
1,2573,1381,
,,,
2,2600,1378,
,,,
1,2617,1376,
,,,
2,2644,1373,
,,,
1,2662,1371,
,,,
2,2688,1368,
,,,
1,2706,1367,
,,,
2,2733,1364,
,,,
1,2750,1362,
,,,
2,2777,1359,
,,,
1,2795,1358,
,,,
2,2821,1355,
,,,
1,2839,1353,
,,,
2,2866,1350,
,,,
1,2884,1348,
,,,
2,2910,1346,
,,,
1,2928,1344,
,,,
2,2955,1341,
,,,
1,2973,1339,
,,,
2,2999,1336,
,,,
1,3017,1334,
,,,
2,3043,1332,
,,,
1,3061,1330,
,,,
2,3088,1327,
,,,
1,3106,1325,
,,,
2,3132,1323,
,,,
1,3150,1321,
,,,
2,3177,1318,
,,,
1,3195,1316,
,,,
2,3221,1314,
,,,
1,3239,1312,
,,,
2,3265,1309,
,,,
1,2095,1332,
,,,
2,2321,1308,
,,,
1,297,1567,
,,,
2,1627,1429,
,,,
1,1627,1429,
,,,
2,1657,1426,
,,,
1,1675,1424,
,,,
2,1702,1421,
,,,
1,1719,1420,
,,,
2,1746,1417,
,,,
1,1764,1415,
,,,
2,1791,1412,
,,,
1,1808,1410,
,,,
2,1835,1408,
,,,
1,1853,1406,
,,,
2,1879,1403,
,,,
1,1897,1401,
,,,
2,1924,1399,
,,,
1,1941,1397,
,,,
2,1968,1394,
,,,
1,1986,1392,
,,,
2,2012,1389,
,,,
1,2030,1387,
,,,
2,2057,1385,
,,,
1,2074,1383,
,,,
2,2101,1380,
,,,
1,2119,1378,
,,,
2,2146,1375,
,,,
1,2163,1374,
,,,
2,2190,1371,
,,,
1,2208,1369,
,,,
2,2234,1366,
,,,
1,2252,1365,
,,,
2,2279,1362,
,,,
1,2296,1360,
,,,
2,2323,1357,
,,,
1,2341,1355,
,,,
2,2368,1352,
,,,
1,2385,1351,
,,,
2,2412,1348,
,,,
1,2430,1346,
,,,
2,2456,1343,
,,,
1,2474,1342,
,,,
2,2501,1339,
,,,
1,2518,1337,
,,,
2,2545,1334,
,,,
1,2563,1332,
,,,
2,2589,1330,
,,,
1,2607,1328,
,,,
2,2634,1325,
,,,
1,2651,1323,
,,,
2,2678,1320,
,,,
1,2696,1318,
,,,
2,2723,1316,
,,,
1,2740,1314,
,,,
2,2767,1311,
,,,
1,2785,1309,
,,,
2,2797,1308,
,,,
1,411,1509,
,,,
2,297,1517,
,,,
1,1290,1358,
,,,
2,1048,1369,
,,,
3,806,1383,
,,,
4,564,1397,
,,,
5,322,1413,
,,,
6,297,1415,
,,,
1,1292,1391,
,,,
2,1050,1403,
,,,
3,808,1416,
,,,
4,567,1430,
,,,
5,325,1446,
,,,
6,297,1448,
,,,
1,1627,1429,
,,,
2,1398,1438,
,,,
3,1169,1449,
,,,
4,940,1460,
,,,
5,711,1473,
,,,
6,482,1488,
,,,
7,297,1500,
,,,
1,1292,1391,
,,,
2,1426,1385,
,,,
3,1560,1376,
,,,
4,1694,1367,
,,,
5,1828,1356,
,,,
6,1962,1345,
,,,
7,2095,1332,
,,,
1,1290,1358,
,,,
2,1411,1352,
,,,
3,1532,1345,
,,,
4,1654,1336,
,,,
5,1775,1327,
,,,
6,1896,1317,
,,,
1,297,2263,
,,,
2,3089,1974,
,,,
1,3089,1974,
,,,
2,3114,1971,
,,,
1,3131,1970,
,,,
2,3158,1967,
,,,
1,3176,1965,
,,,
2,3202,1962,
,,,
1,3220,1960,
,,,
2,3247,1958,
,,,
1,3264,1956,
,,,
2,3291,1953,
,,,
1,3309,1951,
,,,
2,3336,1948,
,,,
1,3353,1946,
,,,
2,3380,1944,
,,,
1,3398,1942,
,,,
2,3424,1939,
,,,
1,3442,1937,
,,,
2,3469,1935,
,,,
1,3487,1933,
,,,
2,3513,1930,
,,,
1,3531,1928,
,,,
2,3557,1925,
,,,
1,3575,1924,
,,,
2,3602,1921,
,,,
1,3620,1919,
,,,
2,3646,1916,
,,,
1,3664,1914,
,,,
2,3691,1912,
,,,
1,3709,1910,
,,,
2,3735,1907,
,,,
1,3753,1905,
,,,
2,3779,1903,
,,,
1,3797,1901,
,,,
2,3824,1898,
,,,
1,3842,1896,
,,,
2,3868,1893,
,,,
1,3886,1891,
,,,
2,3913,1889,
,,,
1,3931,1887,
,,,
2,3957,1884,
,,,
1,3975,1882,
,,,
2,4001,1880,
,,,
1,4019,1878,
,,,
2,4046,1875,
,,,
1,4064,1873,
,,,
2,4090,1871,
,,,
1,4108,1869,
,,,
2,4135,1866,
,,,
1,4153,1864,
,,,
2,4179,1861,
,,,
1,4197,1859,
,,,
2,4223,1856,
,,,
1,4241,1855,
,,,
2,4268,1852,
,,,
1,4286,1850,
,,,
2,4312,1847,
,,,
1,4330,1846,
,,,
2,4357,1843,
,,,
1,4375,1841,
,,,
2,4401,1838,
,,,
1,4419,1836,
,,,
2,4445,1834,
,,,
1,4463,1832,
,,,
2,4490,1829,
,,,
1,4508,1827,
,,,
2,4534,1824,
,,,
1,4552,1823,
,,,
2,4579,1820,
,,,
1,4596,1818,
,,,
2,4623,1815,
,,,
1,4641,1813,
,,,
2,4668,1811,
,,,
1,4685,1809,
,,,
2,4712,1806,
,,,
1,4730,1804,
,,,
2,4756,1802,
,,,
1,4774,1800,
,,,
2,4801,1797,
,,,
1,4818,1795,
,,,
2,4845,1792,
,,,
1,4863,1790,
,,,
2,4889,1788,
,,,
1,4907,1786,
,,,
2,4934,1783,
,,,
1,4951,1781,
,,,
2,4978,1779,
,,,
1,4996,1777,
,,,
2,5023,1774,
,,,
1,5040,1772,
,,,
2,5067,1769,
,,,
1,5085,1767,
,,,
2,5111,1765,
,,,
1,5129,1763,
,,,
2,5156,1760,
,,,
1,5173,1758,
,,,
2,5200,1756,
,,,
1,5218,1754,
,,,
2,5245,1751,
,,,
1,5262,1749,
,,,
2,5289,1747,
,,,
1,5307,1745,
,,,
2,5333,1742,
,,,
1,5351,1740,
,,,
